2004 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [12246 8/11/2005 11:07:54 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,227,McMillan,4384,Buln Buln,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4384,Buln Buln,14607,EMANUEL,Howard,3,,IND,Independent,2,0.6
VIC,227,McMillan,4384,Buln Buln,14253,BROADBENT,Russell,4,#,LP,Liberal,170,-1.52
VIC,227,McMillan,4384,Buln Buln,15298,GRANT,Julie,5,,DEM,Democrats,7,-2.18
VIC,227,McMillan,4384,Buln Buln,15042,McKENZIE,Bridget,6,,NP,The Nationals,45,7.3
VIC,227,McMillan,4384,Buln Buln,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,81,-2.49
VIC,227,McMillan,4384,Buln Buln,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,2,0.6
VIC,227,McMillan,4384,Buln Buln,15320,PAUL,Harold,9,,FFP,Family First,5,1.49
VIC,227,McMillan,4384,Buln Buln,15026,AITKEN,Chris,10,,GRN,Australian Greens,21,0.4
VIC,227,McMillan,4384,Buln Buln,999,Informal,Informal,999,,,Informal,17,3.26
VIC,227,McMillan,4385,Bunyip,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,20,-1.96
VIC,227,McMillan,4385,Bunyip,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,2,0.16
VIC,227,McMillan,4385,Bunyip,14607,EMANUEL,Howard,3,,IND,Independent,3,0.24
VIC,227,McMillan,4385,Bunyip,14253,BROADBENT,Russell,4,#,LP,Liberal,634,-0.07
VIC,227,McMillan,4385,Bunyip,15298,GRANT,Julie,5,,DEM,Democrats,7,-3.4
VIC,227,McMillan,4385,Bunyip,15042,McKENZIE,Bridget,6,,NP,The Nationals,86,5.23
VIC,227,McMillan,4385,Bunyip,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,409,-2.06
VIC,227,McMillan,4385,Bunyip,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,7,0.56
VIC,227,McMillan,4385,Bunyip,15320,PAUL,Harold,9,,FFP,Family First,17,1.37
VIC,227,McMillan,4385,Bunyip,15026,AITKEN,Chris,10,,GRN,Australian Greens,55,0.87
VIC,227,McMillan,4385,Bunyip,999,Informal,Informal,999,,,Informal,71,0.68
VIC,227,McMillan,8891,Cape Paterson,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,2,-1.35
VIC,227,McMillan,8891,Cape Paterson,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,8891,Cape Paterson,14607,EMANUEL,Howard,3,,IND,Independent,2,0.56
VIC,227,McMillan,8891,Cape Paterson,14253,BROADBENT,Russell,4,#,LP,Liberal,125,34.72
VIC,227,McMillan,8891,Cape Paterson,15298,GRANT,Julie,5,,DEM,Democrats,2,-4.22
VIC,227,McMillan,8891,Cape Paterson,15042,McKENZIE,Bridget,6,,NP,The Nationals,21,-24.55
VIC,227,McMillan,8891,Cape Paterson,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,166,3.29
VIC,227,McMillan,8891,Cape Paterson,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,8891,Cape Paterson,15320,PAUL,Harold,9,,FFP,Family First,4,1.11
VIC,227,McMillan,8891,Cape Paterson,15026,AITKEN,Chris,10,,GRN,Australian Greens,38,-2.6
VIC,227,McMillan,8891,Cape Paterson,999,Informal,Informal,999,,,Informal,9,-2.34
VIC,227,McMillan,4388,Cloverlea,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,1,-5.62
VIC,227,McMillan,4388,Cloverlea,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4388,Cloverlea,14607,EMANUEL,Howard,3,,IND,Independent,1,0.85
VIC,227,McMillan,4388,Cloverlea,14253,BROADBENT,Russell,4,#,LP,Liberal,55,-9.11
VIC,227,McMillan,4388,Cloverlea,15298,GRANT,Julie,5,,DEM,Democrats,1,-2.75
VIC,227,McMillan,4388,Cloverlea,15042,McKENZIE,Bridget,6,,NP,The Nationals,30,18.45
VIC,227,McMillan,4388,Cloverlea,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,22,-4.94
VIC,227,McMillan,4388,Cloverlea,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,4388,Cloverlea,15320,PAUL,Harold,9,,FFP,Family First,1,0.85
VIC,227,McMillan,4388,Cloverlea,15026,AITKEN,Chris,10,,GRN,Australian Greens,6,2.25
VIC,227,McMillan,4388,Cloverlea,999,Informal,Informal,999,,,Informal,10,6.45
VIC,227,McMillan,4386,Cora Lynn,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,2,-4.46
VIC,227,McMillan,4386,Cora Lynn,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4386,Cora Lynn,14607,EMANUEL,Howard,3,,IND,Independent,0,0
VIC,227,McMillan,4386,Cora Lynn,14253,BROADBENT,Russell,4,#,LP,Liberal,109,2.14
VIC,227,McMillan,4386,Cora Lynn,15298,GRANT,Julie,5,,DEM,Democrats,0,-2.9
VIC,227,McMillan,4386,Cora Lynn,15042,McKENZIE,Bridget,6,,NP,The Nationals,7,1.08
VIC,227,McMillan,4386,Cora Lynn,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,26,1.51
VIC,227,McMillan,4386,Cora Lynn,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,2,1.34
VIC,227,McMillan,4386,Cora Lynn,15320,PAUL,Harold,9,,FFP,Family First,1,0.67
VIC,227,McMillan,4386,Cora Lynn,15026,AITKEN,Chris,10,,GRN,Australian Greens,2,0.62
VIC,227,McMillan,4386,Cora Lynn,999,Informal,Informal,999,,,Informal,5,2.53
VIC,227,McMillan,4390,Darnum,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,2,-4.28
VIC,227,McMillan,4390,Darnum,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4390,Darnum,14607,EMANUEL,Howard,3,,IND,Independent,1,0.3
VIC,227,McMillan,4390,Darnum,14253,BROADBENT,Russell,4,#,LP,Liberal,187,-1.69
VIC,227,McMillan,4390,Darnum,15298,GRANT,Julie,5,,DEM,Democrats,3,-3.41
VIC,227,McMillan,4390,Darnum,15042,McKENZIE,Bridget,6,,NP,The Nationals,38,6.08
VIC,227,McMillan,4390,Darnum,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,93,3.15
VIC,227,McMillan,4390,Darnum,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,2,0.59
VIC,227,McMillan,4390,Darnum,15320,PAUL,Harold,9,,FFP,Family First,7,2.07
VIC,227,McMillan,4390,Darnum,15026,AITKEN,Chris,10,,GRN,Australian Greens,5,-1.39
VIC,227,McMillan,4390,Darnum,999,Informal,Informal,999,,,Informal,16,-0.38
VIC,227,McMillan,4391,Drouin,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,52,-2.83
VIC,227,McMillan,4391,Drouin,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,6,0.17
VIC,227,McMillan,4391,Drouin,14607,EMANUEL,Howard,3,,IND,Independent,49,1.37
VIC,227,McMillan,4391,Drouin,14253,BROADBENT,Russell,4,#,LP,Liberal,1855,-0.59
VIC,227,McMillan,4391,Drouin,15298,GRANT,Julie,5,,DEM,Democrats,47,-3.14
VIC,227,McMillan,4391,Drouin,15042,McKENZIE,Bridget,6,,NP,The Nationals,208,3.4
VIC,227,McMillan,4391,Drouin,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,1183,1.21
VIC,227,McMillan,4391,Drouin,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,15,0.42
VIC,227,McMillan,4391,Drouin,15320,PAUL,Harold,9,,FFP,Family First,74,2.06
VIC,227,McMillan,4391,Drouin,15026,AITKEN,Chris,10,,GRN,Australian Greens,99,-0.66
VIC,227,McMillan,4391,Drouin,999,Informal,Informal,999,,,Informal,145,0.6
VIC,227,McMillan,3750,Drouin South,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,6,-4.34
VIC,227,McMillan,3750,Drouin South,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,1,0.19
VIC,227,McMillan,3750,Drouin South,14607,EMANUEL,Howard,3,,IND,Independent,4,0.77
VIC,227,McMillan,3750,Drouin South,14253,BROADBENT,Russell,4,#,LP,Liberal,290,-4.25
VIC,227,McMillan,3750,Drouin South,15298,GRANT,Julie,5,,DEM,Democrats,1,-4.74
VIC,227,McMillan,3750,Drouin South,15042,McKENZIE,Bridget,6,,NP,The Nationals,59,5.34
VIC,227,McMillan,3750,Drouin South,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,124,3.3
VIC,227,McMillan,3750,Drouin South,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,1,0.19
VIC,227,McMillan,3750,Drouin South,15320,PAUL,Harold,9,,FFP,Family First,7,1.35
VIC,227,McMillan,3750,Drouin South,15026,AITKEN,Chris,10,,GRN,Australian Greens,24,2.74
VIC,227,McMillan,3750,Drouin South,999,Informal,Informal,999,,,Informal,29,1.65
VIC,227,McMillan,4392,Drouin West,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,1,-5.22
VIC,227,McMillan,4392,Drouin West,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,2,0.6
VIC,227,McMillan,4392,Drouin West,14607,EMANUEL,Howard,3,,IND,Independent,3,0.9
VIC,227,McMillan,4392,Drouin West,14253,BROADBENT,Russell,4,#,LP,Liberal,180,2.15
VIC,227,McMillan,4392,Drouin West,15298,GRANT,Julie,5,,DEM,Democrats,2,-3.88
VIC,227,McMillan,4392,Drouin West,15042,McKENZIE,Bridget,6,,NP,The Nationals,27,2.96
VIC,227,McMillan,4392,Drouin West,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,91,-0.52
VIC,227,McMillan,4392,Drouin West,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,2,0.6
VIC,227,McMillan,4392,Drouin West,15320,PAUL,Harold,9,,FFP,Family First,7,2.11
VIC,227,McMillan,4392,Drouin West,15026,AITKEN,Chris,10,,GRN,Australian Greens,17,2.02
VIC,227,McMillan,4392,Drouin West,999,Informal,Informal,999,,,Informal,16,2.24
VIC,227,McMillan,3630,Dudley,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,7,-2.46
VIC,227,McMillan,3630,Dudley,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,-0.26
VIC,227,McMillan,3630,Dudley,14607,EMANUEL,Howard,3,,IND,Independent,11,2.58
VIC,227,McMillan,3630,Dudley,14253,BROADBENT,Russell,4,#,LP,Liberal,147,34.43
VIC,227,McMillan,3630,Dudley,15298,GRANT,Julie,5,,DEM,Democrats,4,-2.91
VIC,227,McMillan,3630,Dudley,15042,McKENZIE,Bridget,6,,NP,The Nationals,22,-31.77
VIC,227,McMillan,3630,Dudley,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,203,5.49
VIC,227,McMillan,3630,Dudley,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,3630,Dudley,15320,PAUL,Harold,9,,FFP,Family First,6,1.41
VIC,227,McMillan,3630,Dudley,15026,AITKEN,Chris,10,,GRN,Australian Greens,27,-1.37
VIC,227,McMillan,3630,Dudley,999,Informal,Informal,999,,,Informal,18,-0.84
VIC,227,McMillan,3751,Dumbalk,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,7,-4.37
VIC,227,McMillan,3751,Dumbalk,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,3751,Dumbalk,14607,EMANUEL,Howard,3,,IND,Independent,9,2.66
VIC,227,McMillan,3751,Dumbalk,14253,BROADBENT,Russell,4,#,LP,Liberal,103,30.47
VIC,227,McMillan,3751,Dumbalk,15298,GRANT,Julie,5,,DEM,Democrats,2,-2.21
VIC,227,McMillan,3751,Dumbalk,15042,McKENZIE,Bridget,6,,NP,The Nationals,135,-21.4
VIC,227,McMillan,3751,Dumbalk,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,67,9.46
VIC,227,McMillan,3751,Dumbalk,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,1,0.3
VIC,227,McMillan,3751,Dumbalk,15320,PAUL,Harold,9,,FFP,Family First,6,1.78
VIC,227,McMillan,3751,Dumbalk,15026,AITKEN,Chris,10,,GRN,Australian Greens,8,-7.43
VIC,227,McMillan,3751,Dumbalk,999,Informal,Informal,999,,,Informal,17,0.24
VIC,227,McMillan,3754,Ellinbank,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,0,-3.81
VIC,227,McMillan,3754,Ellinbank,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,3754,Ellinbank,14607,EMANUEL,Howard,3,,IND,Independent,3,1.23
VIC,227,McMillan,3754,Ellinbank,14253,BROADBENT,Russell,4,#,LP,Liberal,123,-7.86
VIC,227,McMillan,3754,Ellinbank,15298,GRANT,Julie,5,,DEM,Democrats,3,-1.54
VIC,227,McMillan,3754,Ellinbank,15042,McKENZIE,Bridget,6,,NP,The Nationals,38,10.1
VIC,227,McMillan,3754,Ellinbank,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,54,-3.39
VIC,227,McMillan,3754,Ellinbank,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,3754,Ellinbank,15320,PAUL,Harold,9,,FFP,Family First,6,2.47
VIC,227,McMillan,3754,Ellinbank,15026,AITKEN,Chris,10,,GRN,Australian Greens,16,3.12
VIC,227,McMillan,3754,Ellinbank,999,Informal,Informal,999,,,Informal,9,-0.42
VIC,227,McMillan,4393,Erica,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,7,-5.52
VIC,227,McMillan,4393,Erica,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4393,Erica,14607,EMANUEL,Howard,3,,IND,Independent,13,7.3
VIC,227,McMillan,4393,Erica,14253,BROADBENT,Russell,4,#,LP,Liberal,63,6.53
VIC,227,McMillan,4393,Erica,15298,GRANT,Julie,5,,DEM,Democrats,0,-1.49
VIC,227,McMillan,4393,Erica,15042,McKENZIE,Bridget,6,,NP,The Nationals,14,2.89
VIC,227,McMillan,4393,Erica,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,66,-8.69
VIC,227,McMillan,4393,Erica,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,4393,Erica,15320,PAUL,Harold,9,,FFP,Family First,7,3.93
VIC,227,McMillan,4393,Erica,15026,AITKEN,Chris,10,,GRN,Australian Greens,8,-2.48
VIC,227,McMillan,4393,Erica,999,Informal,Informal,999,,,Informal,8,0.01
VIC,227,McMillan,3757,Fish Creek,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,7,-4.82
VIC,227,McMillan,3757,Fish Creek,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,1,0.17
VIC,227,McMillan,3757,Fish Creek,14607,EMANUEL,Howard,3,,IND,Independent,27,4.69
VIC,227,McMillan,3757,Fish Creek,14253,BROADBENT,Russell,4,#,LP,Liberal,161,27.95
VIC,227,McMillan,3757,Fish Creek,15298,GRANT,Julie,5,,DEM,Democrats,7,-0.85
VIC,227,McMillan,3757,Fish Creek,15042,McKENZIE,Bridget,6,,NP,The Nationals,195,-20.55
VIC,227,McMillan,3757,Fish Creek,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,112,4.24
VIC,227,McMillan,3757,Fish Creek,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,4,0.69
VIC,227,McMillan,3757,Fish Creek,15320,PAUL,Harold,9,,FFP,Family First,7,1.22
VIC,227,McMillan,3757,Fish Creek,15026,AITKEN,Chris,10,,GRN,Australian Greens,55,-4.27
VIC,227,McMillan,3757,Fish Creek,999,Informal,Informal,999,,,Informal,23,-2.47
VIC,227,McMillan,3760,Foster,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,14,-3.62
VIC,227,McMillan,3760,Foster,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,3,0
VIC,227,McMillan,3760,Foster,14607,EMANUEL,Howard,3,,IND,Independent,37,2.83
VIC,227,McMillan,3760,Foster,14253,BROADBENT,Russell,4,#,LP,Liberal,427,32.67
VIC,227,McMillan,3760,Foster,15298,GRANT,Julie,5,,DEM,Democrats,15,-2.06
VIC,227,McMillan,3760,Foster,15042,McKENZIE,Bridget,6,,NP,The Nationals,283,-22.21
VIC,227,McMillan,3760,Foster,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,406,6.82
VIC,227,McMillan,3760,Foster,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,1,0.08
VIC,227,McMillan,3760,Foster,15320,PAUL,Harold,9,,FFP,Family First,15,1.15
VIC,227,McMillan,3760,Foster,15026,AITKEN,Chris,10,,GRN,Australian Greens,106,-8.7
VIC,227,McMillan,3760,Foster,999,Informal,Informal,999,,,Informal,57,-0.87
VIC,227,McMillan,4395,Garfield,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,9,-2.14
VIC,227,McMillan,4395,Garfield,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,1,0.14
VIC,227,McMillan,4395,Garfield,14607,EMANUEL,Howard,3,,IND,Independent,7,0.95
VIC,227,McMillan,4395,Garfield,14253,BROADBENT,Russell,4,#,LP,Liberal,398,-2.22
VIC,227,McMillan,4395,Garfield,15298,GRANT,Julie,5,,DEM,Democrats,8,-1.52
VIC,227,McMillan,4395,Garfield,15042,McKENZIE,Bridget,6,,NP,The Nationals,43,5.09
VIC,227,McMillan,4395,Garfield,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,226,-1.88
VIC,227,McMillan,4395,Garfield,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,3,0.41
VIC,227,McMillan,4395,Garfield,15320,PAUL,Harold,9,,FFP,Family First,12,1.63
VIC,227,McMillan,4395,Garfield,15026,AITKEN,Chris,10,,GRN,Australian Greens,27,0.46
VIC,227,McMillan,4395,Garfield,999,Informal,Informal,999,,,Informal,50,1.98
VIC,227,McMillan,3768,Hallora,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,0,-2.56
VIC,227,McMillan,3768,Hallora,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,3768,Hallora,14607,EMANUEL,Howard,3,,IND,Independent,0,0
VIC,227,McMillan,3768,Hallora,14253,BROADBENT,Russell,4,#,LP,Liberal,40,-13.37
VIC,227,McMillan,3768,Hallora,15298,GRANT,Julie,5,,DEM,Democrats,0,-2.56
VIC,227,McMillan,3768,Hallora,15042,McKENZIE,Bridget,6,,NP,The Nationals,19,16.88
VIC,227,McMillan,3768,Hallora,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,10,1.47
VIC,227,McMillan,3768,Hallora,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,3768,Hallora,15320,PAUL,Harold,9,,FFP,Family First,1,1.43
VIC,227,McMillan,3768,Hallora,15026,AITKEN,Chris,10,,GRN,Australian Greens,0,-1.28
VIC,227,McMillan,3768,Hallora,999,Informal,Informal,999,,,Informal,2,-3.24
VIC,227,McMillan,4397,Hill End,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,0,-2.54
VIC,227,McMillan,4397,Hill End,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4397,Hill End,14607,EMANUEL,Howard,3,,IND,Independent,0,0
VIC,227,McMillan,4397,Hill End,14253,BROADBENT,Russell,4,#,LP,Liberal,39,-11.76
VIC,227,McMillan,4397,Hill End,15298,GRANT,Julie,5,,DEM,Democrats,0,-5.93
VIC,227,McMillan,4397,Hill End,15042,McKENZIE,Bridget,6,,NP,The Nationals,16,11.45
VIC,227,McMillan,4397,Hill End,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,42,6.43
VIC,227,McMillan,4397,Hill End,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,4397,Hill End,15320,PAUL,Harold,9,,FFP,Family First,2,1.96
VIC,227,McMillan,4397,Hill End,15026,AITKEN,Chris,10,,GRN,Australian Greens,3,0.4
VIC,227,McMillan,4397,Hill End,999,Informal,Informal,999,,,Informal,4,2.1
VIC,227,McMillan,3772,Inverloch,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,15,-3.15
VIC,227,McMillan,3772,Inverloch,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,2,0
VIC,227,McMillan,3772,Inverloch,14607,EMANUEL,Howard,3,,IND,Independent,18,0.84
VIC,227,McMillan,3772,Inverloch,14253,BROADBENT,Russell,4,#,LP,Liberal,784,36.52
VIC,227,McMillan,3772,Inverloch,15298,GRANT,Julie,5,,DEM,Democrats,15,-4.09
VIC,227,McMillan,3772,Inverloch,15042,McKENZIE,Bridget,6,,NP,The Nationals,216,-27.57
VIC,227,McMillan,3772,Inverloch,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,929,8.59
VIC,227,McMillan,3772,Inverloch,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,2,0.09
VIC,227,McMillan,3772,Inverloch,15320,PAUL,Harold,9,,FFP,Family First,24,1.12
VIC,227,McMillan,3772,Inverloch,15026,AITKEN,Chris,10,,GRN,Australian Greens,142,-4.55
VIC,227,McMillan,3772,Inverloch,999,Informal,Informal,999,,,Informal,114,-1.18
VIC,227,McMillan,4398,Iona,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,1,1.14
VIC,227,McMillan,4398,Iona,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4398,Iona,14607,EMANUEL,Howard,3,,IND,Independent,0,0
VIC,227,McMillan,4398,Iona,14253,BROADBENT,Russell,4,#,LP,Liberal,55,6.06
VIC,227,McMillan,4398,Iona,15298,GRANT,Julie,5,,DEM,Democrats,3,-0.55
VIC,227,McMillan,4398,Iona,15042,McKENZIE,Bridget,6,,NP,The Nationals,4,-0.4
VIC,227,McMillan,4398,Iona,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,25,-4.26
VIC,227,McMillan,4398,Iona,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,4398,Iona,15320,PAUL,Harold,9,,FFP,Family First,0,0
VIC,227,McMillan,4398,Iona,15026,AITKEN,Chris,10,,GRN,Australian Greens,0,-1.98
VIC,227,McMillan,4398,Iona,999,Informal,Informal,999,,,Informal,4,2.41
VIC,227,McMillan,4399,Jindivick,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,3,-2.46
VIC,227,McMillan,4399,Jindivick,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,4399,Jindivick,14607,EMANUEL,Howard,3,,IND,Independent,2,0.77
VIC,227,McMillan,4399,Jindivick,14253,BROADBENT,Russell,4,#,LP,Liberal,129,-0.03
VIC,227,McMillan,4399,Jindivick,15298,GRANT,Julie,5,,DEM,Democrats,2,-1.4
VIC,227,McMillan,4399,Jindivick,15042,McKENZIE,Bridget,6,,NP,The Nationals,33,8.31
VIC,227,McMillan,4399,Jindivick,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,68,-3.91
VIC,227,McMillan,4399,Jindivick,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,4399,Jindivick,15320,PAUL,Harold,9,,FFP,Family First,11,4.21
VIC,227,McMillan,4399,Jindivick,15026,AITKEN,Chris,10,,GRN,Australian Greens,13,-3.32
VIC,227,McMillan,4399,Jindivick,999,Informal,Informal,999,,,Informal,7,-1.21
VIC,227,McMillan,3775,Kongwak,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,0,-2.79
VIC,227,McMillan,3775,Kongwak,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,0,0
VIC,227,McMillan,3775,Kongwak,14607,EMANUEL,Howard,3,,IND,Independent,6,2.96
VIC,227,McMillan,3775,Kongwak,14253,BROADBENT,Russell,4,#,LP,Liberal,89,43.84
VIC,227,McMillan,3775,Kongwak,15298,GRANT,Julie,5,,DEM,Democrats,2,0.06
VIC,227,McMillan,3775,Kongwak,15042,McKENZIE,Bridget,6,,NP,The Nationals,58,-30.5
VIC,227,McMillan,3775,Kongwak,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,38,1.05
VIC,227,McMillan,3775,Kongwak,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,0,0
VIC,227,McMillan,3775,Kongwak,15320,PAUL,Harold,9,,FFP,Family First,1,0.49
VIC,227,McMillan,3775,Kongwak,15026,AITKEN,Chris,10,,GRN,Australian Greens,9,-3.01
VIC,227,McMillan,3775,Kongwak,999,Informal,Informal,999,,,Informal,12,-0.94
VIC,227,McMillan,3776,Koonwarra,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,0,-3.91
VIC,227,McMillan,3776,Koonwarra,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,1,-0.04
VIC,227,McMillan,3776,Koonwarra,14607,EMANUEL,Howard,3,,IND,Independent,5,1.61
VIC,227,McMillan,3776,Koonwarra,14253,BROADBENT,Russell,4,#,LP,Liberal,135,43.41
VIC,227,McMillan,3776,Koonwarra,15298,GRANT,Julie,5,,DEM,Democrats,0,-3.91
VIC,227,McMillan,3776,Koonwarra,15042,McKENZIE,Bridget,6,,NP,The Nationals,81,-33.02
VIC,227,McMillan,3776,Koonwarra,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,67,12.29
VIC,227,McMillan,3776,Koonwarra,15039,BYRNE,Greg,8,,DLP,D.L.P. - Democratic Labor Party,1,0.32
VIC,227,McMillan,3776,Koonwarra,15320,PAUL,Harold,9,,FFP,Family First,4,1.29
VIC,227,McMillan,3776,Koonwarra,15026,AITKEN,Chris,10,,GRN,Australian Greens,17,-10.54
VIC,227,McMillan,3776,Koonwarra,999,Informal,Informal,999,,,Informal,8,-1.91
VIC,227,McMillan,3777,Korumburra,14648,GIZYCKI de GOZDAWA,A R,1,,HAN,One Nation,39,-2.6
VIC,227,McMillan,3777,Korumburra,14524,REID,Graeme,2,,CEC,Citizens Electoral Council,4,0.09
VIC,227,McMillan,3777,Korumburra,14607,EMANUEL,Howard,3,,IND,Independent,39,1.71
VIC,227,McMillan,3777,Korumburra,14253,BROADBENT,Russell,4,#,LP,Liberal,970,42.62
VIC,227,McMillan,3777,Korumburra,15298,GRANT,Julie,5,,DEM,Democrats,16,-3.13
VIC,227,McMillan,3777,Korumburra,15042,McKENZIE,Bridget,6,,NP,The Nationals,295,-35.24
VIC,227,McMillan,3777,Korumburra,14651,ZAHRA,Christian,7,,ALP,Australian Labor Party,729,3.82
