2004 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [12246 8/11/2005 11:07:54 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,203,Calwell,4866,Upfield,15051,ALMAN,Mohamad,4,,GRN,Australian Greens,179,8.87
VIC,203,Calwell,4866,Upfield,15182,GATT,Jonathon,5,,DEM,Democrats,15,-1.38
VIC,203,Calwell,4866,Upfield,14640,VAMVAKINOU,Maria,6,#,ALP,Australian Labor Party,1114,2.22
VIC,203,Calwell,4866,Upfield,15529,TOWERS,Denis,7,,IND,Independent,16,0.95
VIC,203,Calwell,4866,Upfield,999,Informal,Informal,999,,,Informal,126,-2.68
VIC,203,Calwell,4607,Westmeadows,14257,LIVETT,Dianne,1,,LP,Liberal,1238,11.03
VIC,203,Calwell,4607,Westmeadows,15050,CANHAM,Gary,2,,FFP,Family First,64,1.94
VIC,203,Calwell,4607,Westmeadows,14485,YOHANNA,Sleiman,3,,CEC,Citizens Electoral Council,50,1.1
VIC,203,Calwell,4607,Westmeadows,15051,ALMAN,Mohamad,4,,GRN,Australian Greens,147,2.04
VIC,203,Calwell,4607,Westmeadows,15182,GATT,Jonathon,5,,DEM,Democrats,68,-1.4
VIC,203,Calwell,4607,Westmeadows,14640,VAMVAKINOU,Maria,6,#,ALP,Australian Labor Party,1676,-1.68
VIC,203,Calwell,4607,Westmeadows,15529,TOWERS,Denis,7,,IND,Independent,57,1.73
VIC,203,Calwell,4607,Westmeadows,999,Informal,Informal,999,,,Informal,188,-0.26
VIC,204,Casey,4869,Bayswater North,14976,RINGROSE,Joy,1,,GRN,Australian Greens,140,0.2
VIC,204,Casey,4869,Bayswater North,15512,CHAPMAN,Daniel,2,,NAFD,,15,0.5
VIC,204,Casey,4869,Bayswater North,14715,RUSHTON,Andrew,3,,FFP,Family First,94,3.15
VIC,204,Casey,4869,Bayswater North,15181,VANDERSMAN,Jos,4,,DEM,Democrats,26,-7.96
VIC,204,Casey,4869,Bayswater North,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,3,0.1
VIC,204,Casey,4869,Bayswater North,14688,DIB,Tony,6,,ALP,Australian Labor Party,1059,-3.04
VIC,204,Casey,4869,Bayswater North,14226,SMITH,Tony,7,#,LP,Liberal,1649,7.06
VIC,204,Casey,4869,Bayswater North,999,Informal,Informal,999,,,Informal,122,1.01
VIC,204,Casey,3372,Bimbadeen Heights,14976,RINGROSE,Joy,1,,GRN,Australian Greens,119,0.01
VIC,204,Casey,3372,Bimbadeen Heights,15512,CHAPMAN,Daniel,2,,NAFD,,9,0.49
VIC,204,Casey,3372,Bimbadeen Heights,14715,RUSHTON,Andrew,3,,FFP,Family First,77,4.17
VIC,204,Casey,3372,Bimbadeen Heights,15181,VANDERSMAN,Jos,4,,DEM,Democrats,20,-7.78
VIC,204,Casey,3372,Bimbadeen Heights,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,6,0.33
VIC,204,Casey,3372,Bimbadeen Heights,14688,DIB,Tony,6,,ALP,Australian Labor Party,577,-4.27
VIC,204,Casey,3372,Bimbadeen Heights,14226,SMITH,Tony,7,#,LP,Liberal,1038,7.05
VIC,204,Casey,3372,Bimbadeen Heights,999,Informal,Informal,999,,,Informal,76,0.57
VIC,204,Casey,4870,Birmingham,14976,RINGROSE,Joy,1,,GRN,Australian Greens,298,0.02
VIC,204,Casey,4870,Birmingham,15512,CHAPMAN,Daniel,2,,NAFD,,21,0.65
VIC,204,Casey,4870,Birmingham,14715,RUSHTON,Andrew,3,,FFP,Family First,238,7.36
VIC,204,Casey,4870,Birmingham,15181,VANDERSMAN,Jos,4,,DEM,Democrats,43,-9.81
VIC,204,Casey,4870,Birmingham,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.12
VIC,204,Casey,4870,Birmingham,14688,DIB,Tony,6,,ALP,Australian Labor Party,1008,-0.24
VIC,204,Casey,4870,Birmingham,14226,SMITH,Tony,7,#,LP,Liberal,1622,1.89
VIC,204,Casey,4870,Birmingham,999,Informal,Informal,999,,,Informal,157,0.41
VIC,204,Casey,3373,Chirnside Park,14976,RINGROSE,Joy,1,,GRN,Australian Greens,151,1.46
VIC,204,Casey,3373,Chirnside Park,15512,CHAPMAN,Daniel,2,,NAFD,,15,0.48
VIC,204,Casey,3373,Chirnside Park,14715,RUSHTON,Andrew,3,,FFP,Family First,137,4.35
VIC,204,Casey,3373,Chirnside Park,15181,VANDERSMAN,Jos,4,,DEM,Democrats,36,-7.18
VIC,204,Casey,3373,Chirnside Park,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,2,0.06
VIC,204,Casey,3373,Chirnside Park,14688,DIB,Tony,6,,ALP,Australian Labor Party,870,-4.49
VIC,204,Casey,3373,Chirnside Park,14226,SMITH,Tony,7,#,LP,Liberal,1936,5.33
VIC,204,Casey,3373,Chirnside Park,999,Informal,Informal,999,,,Informal,111,-0.64
VIC,204,Casey,3375,Coldstream,14976,RINGROSE,Joy,1,,GRN,Australian Greens,72,-0.74
VIC,204,Casey,3375,Coldstream,15512,CHAPMAN,Daniel,2,,NAFD,,6,0.44
VIC,204,Casey,3375,Coldstream,14715,RUSHTON,Andrew,3,,FFP,Family First,39,2.86
VIC,204,Casey,3375,Coldstream,15181,VANDERSMAN,Jos,4,,DEM,Democrats,18,-4.77
VIC,204,Casey,3375,Coldstream,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,3,0.22
VIC,204,Casey,3375,Coldstream,14688,DIB,Tony,6,,ALP,Australian Labor Party,362,-4.38
VIC,204,Casey,3375,Coldstream,14226,SMITH,Tony,7,#,LP,Liberal,866,6.38
VIC,204,Casey,3375,Coldstream,999,Informal,Informal,999,,,Informal,54,0.08
VIC,204,Casey,4875,Croydon,14976,RINGROSE,Joy,1,,GRN,Australian Greens,121,3.77
VIC,204,Casey,4875,Croydon,15512,CHAPMAN,Daniel,2,,NAFD,,3,0.27
VIC,204,Casey,4875,Croydon,14715,RUSHTON,Andrew,3,,FFP,Family First,38,3.4
VIC,204,Casey,4875,Croydon,15181,VANDERSMAN,Jos,4,,DEM,Democrats,15,-5.25
VIC,204,Casey,4875,Croydon,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,0,0
VIC,204,Casey,4875,Croydon,14688,DIB,Tony,6,,ALP,Australian Labor Party,353,-8.4
VIC,204,Casey,4875,Croydon,14226,SMITH,Tony,7,#,LP,Liberal,587,6.2
VIC,204,Casey,4875,Croydon,999,Informal,Informal,999,,,Informal,33,-0.65
VIC,204,Casey,3376,Croydon Central,14976,RINGROSE,Joy,1,,GRN,Australian Greens,266,1.54
VIC,204,Casey,3376,Croydon Central,15512,CHAPMAN,Daniel,2,,NAFD,,8,0.31
VIC,204,Casey,3376,Croydon Central,14715,RUSHTON,Andrew,3,,FFP,Family First,106,4.07
VIC,204,Casey,3376,Croydon Central,15181,VANDERSMAN,Jos,4,,DEM,Democrats,21,-8.27
VIC,204,Casey,3376,Croydon Central,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,5,0.19
VIC,204,Casey,3376,Croydon Central,14688,DIB,Tony,6,,ALP,Australian Labor Party,752,-5.24
VIC,204,Casey,3376,Croydon Central,14226,SMITH,Tony,7,#,LP,Liberal,1448,7.41
VIC,204,Casey,3376,Croydon Central,999,Informal,Informal,999,,,Informal,84,-0.28
VIC,204,Casey,4876,Croydon East,14976,RINGROSE,Joy,1,,GRN,Australian Greens,216,0.91
VIC,204,Casey,4876,Croydon East,15512,CHAPMAN,Daniel,2,,NAFD,,20,0.7
VIC,204,Casey,4876,Croydon East,14715,RUSHTON,Andrew,3,,FFP,Family First,66,2.31
VIC,204,Casey,4876,Croydon East,15181,VANDERSMAN,Jos,4,,DEM,Democrats,29,-6.64
VIC,204,Casey,4876,Croydon East,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,3,0.1
VIC,204,Casey,4876,Croydon East,14688,DIB,Tony,6,,ALP,Australian Labor Party,975,-2.43
VIC,204,Casey,4876,Croydon East,14226,SMITH,Tony,7,#,LP,Liberal,1553,5.05
VIC,204,Casey,4876,Croydon East,999,Informal,Informal,999,,,Informal,119,0.51
VIC,204,Casey,3377,Croydon Hills,14976,RINGROSE,Joy,1,,GRN,Australian Greens,173,0.96
VIC,204,Casey,3377,Croydon Hills,15512,CHAPMAN,Daniel,2,,NAFD,,9,0.29
VIC,204,Casey,3377,Croydon Hills,14715,RUSHTON,Andrew,3,,FFP,Family First,99,3.14
VIC,204,Casey,3377,Croydon Hills,15181,VANDERSMAN,Jos,4,,DEM,Democrats,20,-6.46
VIC,204,Casey,3377,Croydon Hills,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,5,0.16
VIC,204,Casey,3377,Croydon Hills,14688,DIB,Tony,6,,ALP,Australian Labor Party,846,-2.95
VIC,204,Casey,3377,Croydon Hills,14226,SMITH,Tony,7,#,LP,Liberal,1996,4.87
VIC,204,Casey,3377,Croydon Hills,999,Informal,Informal,999,,,Informal,93,-0.02
VIC,204,Casey,3378,Croydon North,14976,RINGROSE,Joy,1,,GRN,Australian Greens,199,0.32
VIC,204,Casey,3378,Croydon North,15512,CHAPMAN,Daniel,2,,NAFD,,9,0.35
VIC,204,Casey,3378,Croydon North,14715,RUSHTON,Andrew,3,,FFP,Family First,98,3.84
VIC,204,Casey,3378,Croydon North,15181,VANDERSMAN,Jos,4,,DEM,Democrats,29,-7.56
VIC,204,Casey,3378,Croydon North,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,3,0.12
VIC,204,Casey,3378,Croydon North,14688,DIB,Tony,6,,ALP,Australian Labor Party,785,-3.55
VIC,204,Casey,3378,Croydon North,14226,SMITH,Tony,7,#,LP,Liberal,1427,6.47
VIC,204,Casey,3378,Croydon North,999,Informal,Informal,999,,,Informal,113,0.69
VIC,204,Casey,3379,Croydon West,14976,RINGROSE,Joy,1,,GRN,Australian Greens,133,1.28
VIC,204,Casey,3379,Croydon West,15512,CHAPMAN,Daniel,2,,NAFD,,14,0.81
VIC,204,Casey,3379,Croydon West,14715,RUSHTON,Andrew,3,,FFP,Family First,37,2.15
VIC,204,Casey,3379,Croydon West,15181,VANDERSMAN,Jos,4,,DEM,Democrats,15,-4.99
VIC,204,Casey,3379,Croydon West,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,1,0.06
VIC,204,Casey,3379,Croydon West,14688,DIB,Tony,6,,ALP,Australian Labor Party,557,-5.2
VIC,204,Casey,3379,Croydon West,14226,SMITH,Tony,7,#,LP,Liberal,962,5.88
VIC,204,Casey,3379,Croydon West,999,Informal,Informal,999,,,Informal,53,0.4
VIC,204,Casey,3384,Gruyere,14976,RINGROSE,Joy,1,,GRN,Australian Greens,18,-1.34
VIC,204,Casey,3384,Gruyere,15512,CHAPMAN,Daniel,2,,NAFD,,0,0
VIC,204,Casey,3384,Gruyere,14715,RUSHTON,Andrew,3,,FFP,Family First,3,1
VIC,204,Casey,3384,Gruyere,15181,VANDERSMAN,Jos,4,,DEM,Democrats,4,-1
VIC,204,Casey,3384,Gruyere,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,1,0.33
VIC,204,Casey,3384,Gruyere,14688,DIB,Tony,6,,ALP,Australian Labor Party,62,-1
VIC,204,Casey,3384,Gruyere,14226,SMITH,Tony,7,#,LP,Liberal,211,2.01
VIC,204,Casey,3384,Gruyere,999,Informal,Informal,999,,,Informal,11,-1.23
VIC,204,Casey,36429,Kalinda (Casey),14976,RINGROSE,Joy,1,,GRN,Australian Greens,68,-4.09
VIC,204,Casey,36429,Kalinda (Casey),15512,CHAPMAN,Daniel,2,,NAFD,,6,0.53
VIC,204,Casey,36429,Kalinda (Casey),14715,RUSHTON,Andrew,3,,FFP,Family First,43,3.79
VIC,204,Casey,36429,Kalinda (Casey),15181,VANDERSMAN,Jos,4,,DEM,Democrats,15,-10.5
VIC,204,Casey,36429,Kalinda (Casey),14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,2,0.18
VIC,204,Casey,36429,Kalinda (Casey),14688,DIB,Tony,6,,ALP,Australian Labor Party,311,-3.98
VIC,204,Casey,36429,Kalinda (Casey),14226,SMITH,Tony,7,#,LP,Liberal,689,14.07
VIC,204,Casey,36429,Kalinda (Casey),999,Informal,Informal,999,,,Informal,47,0.37
VIC,204,Casey,31613,Kallista (Casey),14976,RINGROSE,Joy,1,,GRN,Australian Greens,210,4.13
VIC,204,Casey,31613,Kallista (Casey),15512,CHAPMAN,Daniel,2,,NAFD,,3,0.35
VIC,204,Casey,31613,Kallista (Casey),14715,RUSHTON,Andrew,3,,FFP,Family First,23,2.7
VIC,204,Casey,31613,Kallista (Casey),15181,VANDERSMAN,Jos,4,,DEM,Democrats,10,-8.13
VIC,204,Casey,31613,Kallista (Casey),14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,0,0
VIC,204,Casey,31613,Kallista (Casey),14688,DIB,Tony,6,,ALP,Australian Labor Party,270,-1.79
VIC,204,Casey,31613,Kallista (Casey),14226,SMITH,Tony,7,#,LP,Liberal,337,2.74
VIC,204,Casey,31613,Kallista (Casey),999,Informal,Informal,999,,,Informal,26,1.33
VIC,204,Casey,4885,Kilsyth,14976,RINGROSE,Joy,1,,GRN,Australian Greens,233,2.19
VIC,204,Casey,4885,Kilsyth,15512,CHAPMAN,Daniel,2,,NAFD,,27,0.97
VIC,204,Casey,4885,Kilsyth,14715,RUSHTON,Andrew,3,,FFP,Family First,114,4.11
VIC,204,Casey,4885,Kilsyth,15181,VANDERSMAN,Jos,4,,DEM,Democrats,36,-8.37
VIC,204,Casey,4885,Kilsyth,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,5,0.18
VIC,204,Casey,4885,Kilsyth,14688,DIB,Tony,6,,ALP,Australian Labor Party,950,-4.12
VIC,204,Casey,4885,Kilsyth,14226,SMITH,Tony,7,#,LP,Liberal,1407,5.04
VIC,204,Casey,4885,Kilsyth,999,Informal,Informal,999,,,Informal,121,-0.36
VIC,204,Casey,4887,Kilsyth South,14976,RINGROSE,Joy,1,,GRN,Australian Greens,85,-0.51
VIC,204,Casey,4887,Kilsyth South,15512,CHAPMAN,Daniel,2,,NAFD,,11,0.75
VIC,204,Casey,4887,Kilsyth South,14715,RUSHTON,Andrew,3,,FFP,Family First,57,3.89
VIC,204,Casey,4887,Kilsyth South,15181,VANDERSMAN,Jos,4,,DEM,Democrats,23,-4.54
VIC,204,Casey,4887,Kilsyth South,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.27
VIC,204,Casey,4887,Kilsyth South,14688,DIB,Tony,6,,ALP,Australian Labor Party,471,-7.02
VIC,204,Casey,4887,Kilsyth South,14226,SMITH,Tony,7,#,LP,Liberal,816,7.16
VIC,204,Casey,4887,Kilsyth South,999,Informal,Informal,999,,,Informal,64,0.39
VIC,204,Casey,3389,Lilydale,14976,RINGROSE,Joy,1,,GRN,Australian Greens,203,0.95
VIC,204,Casey,3389,Lilydale,15512,CHAPMAN,Daniel,2,,NAFD,,19,0.67
VIC,204,Casey,3389,Lilydale,14715,RUSHTON,Andrew,3,,FFP,Family First,153,5.38
VIC,204,Casey,3389,Lilydale,15181,VANDERSMAN,Jos,4,,DEM,Democrats,38,-8.58
VIC,204,Casey,3389,Lilydale,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,7,0.25
VIC,204,Casey,3389,Lilydale,14688,DIB,Tony,6,,ALP,Australian Labor Party,834,-3.92
VIC,204,Casey,3389,Lilydale,14226,SMITH,Tony,7,#,LP,Liberal,1590,5.25
VIC,204,Casey,3389,Lilydale,999,Informal,Informal,999,,,Informal,111,-0.32
VIC,204,Casey,34031,Lilydale Lake,14976,RINGROSE,Joy,1,,GRN,Australian Greens,87,1.94
VIC,204,Casey,34031,Lilydale Lake,15512,CHAPMAN,Daniel,2,,NAFD,,8,0.52
VIC,204,Casey,34031,Lilydale Lake,14715,RUSHTON,Andrew,3,,FFP,Family First,102,6.68
VIC,204,Casey,34031,Lilydale Lake,15181,VANDERSMAN,Jos,4,,DEM,Democrats,15,-8.57
VIC,204,Casey,34031,Lilydale Lake,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,1,0.07
VIC,204,Casey,34031,Lilydale Lake,14688,DIB,Tony,6,,ALP,Australian Labor Party,440,-2.32
VIC,204,Casey,34031,Lilydale Lake,14226,SMITH,Tony,7,#,LP,Liberal,873,1.67
VIC,204,Casey,34031,Lilydale Lake,999,Informal,Informal,999,,,Informal,48,0.48
VIC,204,Casey,3390,Lilydale North,14976,RINGROSE,Joy,1,,GRN,Australian Greens,44,1.45
VIC,204,Casey,3390,Lilydale North,15512,CHAPMAN,Daniel,2,,NAFD,,6,0.77
VIC,204,Casey,3390,Lilydale North,14715,RUSHTON,Andrew,3,,FFP,Family First,33,4.25
VIC,204,Casey,3390,Lilydale North,15181,VANDERSMAN,Jos,4,,DEM,Democrats,8,-9.16
VIC,204,Casey,3390,Lilydale North,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,3,0.39
VIC,204,Casey,3390,Lilydale North,14688,DIB,Tony,6,,ALP,Australian Labor Party,239,-6.88
VIC,204,Casey,3390,Lilydale North,14226,SMITH,Tony,7,#,LP,Liberal,444,9.18
VIC,204,Casey,3390,Lilydale North,999,Informal,Informal,999,,,Informal,35,0.14
VIC,204,Casey,3391,Lilydale West,14976,RINGROSE,Joy,1,,GRN,Australian Greens,170,1.25
VIC,204,Casey,3391,Lilydale West,15512,CHAPMAN,Daniel,2,,NAFD,,18,0.64
VIC,204,Casey,3391,Lilydale West,14715,RUSHTON,Andrew,3,,FFP,Family First,142,5.08
VIC,204,Casey,3391,Lilydale West,15181,VANDERSMAN,Jos,4,,DEM,Democrats,36,-6.97
VIC,204,Casey,3391,Lilydale West,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,8,0.29
VIC,204,Casey,3391,Lilydale West,14688,DIB,Tony,6,,ALP,Australian Labor Party,753,-3.62
VIC,204,Casey,3391,Lilydale West,14226,SMITH,Tony,7,#,LP,Liberal,1667,3.32
VIC,204,Casey,3391,Lilydale West,999,Informal,Informal,999,,,Informal,180,0.94
VIC,204,Casey,3392,Manchester,14976,RINGROSE,Joy,1,,GRN,Australian Greens,96,1.68
VIC,204,Casey,3392,Manchester,15512,CHAPMAN,Daniel,2,,NAFD,,3,0.2
VIC,204,Casey,3392,Manchester,14715,RUSHTON,Andrew,3,,FFP,Family First,66,4.35
VIC,204,Casey,3392,Manchester,15181,VANDERSMAN,Jos,4,,DEM,Democrats,19,-5.21
VIC,204,Casey,3392,Manchester,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,2,0.13
VIC,204,Casey,3392,Manchester,14688,DIB,Tony,6,,ALP,Australian Labor Party,518,-5.75
VIC,204,Casey,3392,Manchester,14226,SMITH,Tony,7,#,LP,Liberal,813,4.6
VIC,204,Casey,3392,Manchester,999,Informal,Informal,999,,,Informal,85,1.62
VIC,204,Casey,31998,Melbourne (Casey),14976,RINGROSE,Joy,1,,GRN,Australian Greens,11,9.43
VIC,204,Casey,31998,Melbourne (Casey),15512,CHAPMAN,Daniel,2,,NAFD,,2,3.77
VIC,204,Casey,31998,Melbourne (Casey),14715,RUSHTON,Andrew,3,,FFP,Family First,2,3.77
VIC,204,Casey,31998,Melbourne (Casey),15181,VANDERSMAN,Jos,4,,DEM,Democrats,1,-20.75
VIC,204,Casey,31998,Melbourne (Casey),14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,0,0
VIC,204,Casey,31998,Melbourne (Casey),14688,DIB,Tony,6,,ALP,Australian Labor Party,9,0
VIC,204,Casey,31998,Melbourne (Casey),14226,SMITH,Tony,7,#,LP,Liberal,28,3.77
VIC,204,Casey,31998,Melbourne (Casey),999,Informal,Informal,999,,,Informal,2,3.64
VIC,204,Casey,4292,Monbulk,14976,RINGROSE,Joy,1,,GRN,Australian Greens,329,2.18
VIC,204,Casey,4292,Monbulk,15512,CHAPMAN,Daniel,2,,NAFD,,19,0.8
VIC,204,Casey,4292,Monbulk,14715,RUSHTON,Andrew,3,,FFP,Family First,102,4.31
VIC,204,Casey,4292,Monbulk,15181,VANDERSMAN,Jos,4,,DEM,Democrats,24,-8.99
VIC,204,Casey,4292,Monbulk,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,8,0.34
VIC,204,Casey,4292,Monbulk,14688,DIB,Tony,6,,ALP,Australian Labor Party,724,1.77
VIC,204,Casey,4292,Monbulk,14226,SMITH,Tony,7,#,LP,Liberal,1161,-0.41
VIC,204,Casey,4292,Monbulk,999,Informal,Informal,999,,,Informal,97,-0.15
VIC,204,Casey,4894,Montrose,14976,RINGROSE,Joy,1,,GRN,Australian Greens,319,1.14
VIC,204,Casey,4894,Montrose,15512,CHAPMAN,Daniel,2,,NAFD,,19,0.6
VIC,204,Casey,4894,Montrose,14715,RUSHTON,Andrew,3,,FFP,Family First,113,3.56
VIC,204,Casey,4894,Montrose,15181,VANDERSMAN,Jos,4,,DEM,Democrats,36,-7.83
VIC,204,Casey,4894,Montrose,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,5,0.16
VIC,204,Casey,4894,Montrose,14688,DIB,Tony,6,,ALP,Australian Labor Party,970,-2.46
VIC,204,Casey,4894,Montrose,14226,SMITH,Tony,7,#,LP,Liberal,1715,4.83
VIC,204,Casey,4894,Montrose,999,Informal,Informal,999,,,Informal,122,0.05
VIC,204,Casey,4895,Montrose South,14976,RINGROSE,Joy,1,,GRN,Australian Greens,126,3.07
VIC,204,Casey,4895,Montrose South,15512,CHAPMAN,Daniel,2,,NAFD,,7,0.65
VIC,204,Casey,4895,Montrose South,14715,RUSHTON,Andrew,3,,FFP,Family First,36,3.35
VIC,204,Casey,4895,Montrose South,15181,VANDERSMAN,Jos,4,,DEM,Democrats,20,-7.56
VIC,204,Casey,4895,Montrose South,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.37
VIC,204,Casey,4895,Montrose South,14688,DIB,Tony,6,,ALP,Australian Labor Party,270,-4.84
VIC,204,Casey,4895,Montrose South,14226,SMITH,Tony,7,#,LP,Liberal,613,4.96
VIC,204,Casey,4895,Montrose South,999,Informal,Informal,999,,,Informal,38,0.69
VIC,204,Casey,4896,Mooroolbark,14976,RINGROSE,Joy,1,,GRN,Australian Greens,152,1.4
VIC,204,Casey,4896,Mooroolbark,15512,CHAPMAN,Daniel,2,,NAFD,,9,0.41
VIC,204,Casey,4896,Mooroolbark,14715,RUSHTON,Andrew,3,,FFP,Family First,94,4.33
VIC,204,Casey,4896,Mooroolbark,15181,VANDERSMAN,Jos,4,,DEM,Democrats,37,-7.46
VIC,204,Casey,4896,Mooroolbark,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.18
VIC,204,Casey,4896,Mooroolbark,14688,DIB,Tony,6,,ALP,Australian Labor Party,795,-3.03
VIC,204,Casey,4896,Mooroolbark,14226,SMITH,Tony,7,#,LP,Liberal,1080,4.16
VIC,204,Casey,4896,Mooroolbark,999,Informal,Informal,999,,,Informal,97,0.6
VIC,204,Casey,4897,Mooroolbark East,14976,RINGROSE,Joy,1,,GRN,Australian Greens,121,-0.13
VIC,204,Casey,4897,Mooroolbark East,15512,CHAPMAN,Daniel,2,,NAFD,,17,0.82
VIC,204,Casey,4897,Mooroolbark East,14715,RUSHTON,Andrew,3,,FFP,Family First,71,3.44
VIC,204,Casey,4897,Mooroolbark East,15181,VANDERSMAN,Jos,4,,DEM,Democrats,28,-7.05
VIC,204,Casey,4897,Mooroolbark East,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.19
VIC,204,Casey,4897,Mooroolbark East,14688,DIB,Tony,6,,ALP,Australian Labor Party,629,-4.56
VIC,204,Casey,4897,Mooroolbark East,14226,SMITH,Tony,7,#,LP,Liberal,1195,7.29
VIC,204,Casey,4897,Mooroolbark East,999,Informal,Informal,999,,,Informal,77,-0.4
VIC,204,Casey,4898,Mooroolbark South,14976,RINGROSE,Joy,1,,GRN,Australian Greens,112,-0.16
VIC,204,Casey,4898,Mooroolbark South,15512,CHAPMAN,Daniel,2,,NAFD,,10,0.53
VIC,204,Casey,4898,Mooroolbark South,14715,RUSHTON,Andrew,3,,FFP,Family First,84,4.48
VIC,204,Casey,4898,Mooroolbark South,15181,VANDERSMAN,Jos,4,,DEM,Democrats,23,-6.58
VIC,204,Casey,4898,Mooroolbark South,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,2,0.11
VIC,204,Casey,4898,Mooroolbark South,14688,DIB,Tony,6,,ALP,Australian Labor Party,600,-1.93
VIC,204,Casey,4898,Mooroolbark South,14226,SMITH,Tony,7,#,LP,Liberal,1044,3.55
VIC,204,Casey,4898,Mooroolbark South,999,Informal,Informal,999,,,Informal,88,0.72
VIC,204,Casey,31545,Mount Dandenong (Casey),14976,RINGROSE,Joy,1,,GRN,Australian Greens,115,1.47
VIC,204,Casey,31545,Mount Dandenong (Casey),15512,CHAPMAN,Daniel,2,,NAFD,,1,0.16
VIC,204,Casey,31545,Mount Dandenong (Casey),14715,RUSHTON,Andrew,3,,FFP,Family First,24,3.95
VIC,204,Casey,31545,Mount Dandenong (Casey),15181,VANDERSMAN,Jos,4,,DEM,Democrats,6,-8.23
VIC,204,Casey,31545,Mount Dandenong (Casey),14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.66
VIC,204,Casey,31545,Mount Dandenong (Casey),14688,DIB,Tony,6,,ALP,Australian Labor Party,207,-2.79
VIC,204,Casey,31545,Mount Dandenong (Casey),14226,SMITH,Tony,7,#,LP,Liberal,250,4.78
VIC,204,Casey,31545,Mount Dandenong (Casey),999,Informal,Informal,999,,,Informal,17,-0.57
VIC,204,Casey,4900,Mount Evelyn,14976,RINGROSE,Joy,1,,GRN,Australian Greens,119,-0.18
VIC,204,Casey,4900,Mount Evelyn,15512,CHAPMAN,Daniel,2,,NAFD,,9,0.64
VIC,204,Casey,4900,Mount Evelyn,14715,RUSHTON,Andrew,3,,FFP,Family First,98,6.97
VIC,204,Casey,4900,Mount Evelyn,15181,VANDERSMAN,Jos,4,,DEM,Democrats,21,-7.88
VIC,204,Casey,4900,Mount Evelyn,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,2,0.14
VIC,204,Casey,4900,Mount Evelyn,14688,DIB,Tony,6,,ALP,Australian Labor Party,431,-5.89
VIC,204,Casey,4900,Mount Evelyn,14226,SMITH,Tony,7,#,LP,Liberal,727,6.2
VIC,204,Casey,4900,Mount Evelyn,999,Informal,Informal,999,,,Informal,64,0.07
VIC,204,Casey,3402,Rolling Hills,14976,RINGROSE,Joy,1,,GRN,Australian Greens,87,0.04
VIC,204,Casey,3402,Rolling Hills,15512,CHAPMAN,Daniel,2,,NAFD,,5,0.27
VIC,204,Casey,3402,Rolling Hills,14715,RUSHTON,Andrew,3,,FFP,Family First,81,4.34
VIC,204,Casey,3402,Rolling Hills,15181,VANDERSMAN,Jos,4,,DEM,Democrats,13,-7.86
VIC,204,Casey,3402,Rolling Hills,14483,BECK,Jeremy,5,,CEC,Citizens Electoral Council,4,0.21
VIC,204,Casey,3402,Rolling Hills,14688,DIB,Tony,6,,ALP,Australian Labor Party,530,-3.84
VIC,204,Casey,3402,Rolling Hills,14226,SMITH,Tony,7,#,LP,Liberal,1145,6.83
VIC,204,Casey,3402,Rolling Hills,999,Informal,Informal,999,,,Informal,80,0.13
VIC,204,Casey,4907,Seville,14976,RINGROSE,Joy,1,,GRN,Australian Greens,142,0.41
