2019 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:47 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,233,Wannon,93398,Sebastopol WANNON PPVC,33601,DYSON,Alex,4,N,N,IND,Independent,65,8.33
VIC,233,Wannon,93398,Sebastopol WANNON PPVC,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,298,-0.33
VIC,233,Wannon,93398,Sebastopol WANNON PPVC,999,Informal,Informal,999,N,N,,Informal,47,0.19
VIC,233,Wannon,5050,Simpson,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),11,-1.63
VIC,233,Wannon,5050,Simpson,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,29,9.09
VIC,233,Wannon,5050,Simpson,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,28,0.76
VIC,233,Wannon,5050,Simpson,33601,DYSON,Alex,4,N,N,IND,Independent,19,5.96
VIC,233,Wannon,5050,Simpson,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,232,4.8
VIC,233,Wannon,5050,Simpson,999,Informal,Informal,999,N,N,,Informal,15,-0.1
VIC,233,Wannon,3060,Skipton,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),14,-1.19
VIC,233,Wannon,3060,Skipton,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,31,7.73
VIC,233,Wannon,3060,Skipton,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,119,-0.32
VIC,233,Wannon,3060,Skipton,33601,DYSON,Alex,4,N,N,IND,Independent,27,6.73
VIC,233,Wannon,3060,Skipton,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,210,-5.42
VIC,233,Wannon,3060,Skipton,999,Informal,Informal,999,N,N,,Informal,21,-0.68
VIC,233,Wannon,3063,Smythesdale,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),67,-1.27
VIC,233,Wannon,3063,Smythesdale,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,62,8.27
VIC,233,Wannon,3063,Smythesdale,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,307,5.39
VIC,233,Wannon,3063,Smythesdale,33601,DYSON,Alex,4,N,N,IND,Independent,67,8.93
VIC,233,Wannon,3063,Smythesdale,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,247,0.28
VIC,233,Wannon,3063,Smythesdale,999,Informal,Informal,999,N,N,,Informal,45,-4.29
VIC,233,Wannon,3009,Snake Valley,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),33,-4.21
VIC,233,Wannon,3009,Snake Valley,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,42,7.95
VIC,233,Wannon,3009,Snake Valley,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,217,1.77
VIC,233,Wannon,3009,Snake Valley,33601,DYSON,Alex,4,N,N,IND,Independent,43,8.14
VIC,233,Wannon,3009,Snake Valley,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,193,-3.16
VIC,233,Wannon,3009,Snake Valley,999,Informal,Informal,999,N,N,,Informal,24,-0.2
VIC,233,Wannon,32015,Special Hospital Team 1,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),20,0.76
VIC,233,Wannon,32015,Special Hospital Team 1,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,11,2.84
VIC,233,Wannon,32015,Special Hospital Team 1,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,85,-7.9
VIC,233,Wannon,32015,Special Hospital Team 1,33601,DYSON,Alex,4,N,N,IND,Independent,37,9.56
VIC,233,Wannon,32015,Special Hospital Team 1,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,234,6.66
VIC,233,Wannon,32015,Special Hospital Team 1,999,Informal,Informal,999,N,N,,Informal,28,1.57
VIC,233,Wannon,32016,Special Hospital Team 2,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),20,2.13
VIC,233,Wannon,32016,Special Hospital Team 2,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,14,4.58
VIC,233,Wannon,32016,Special Hospital Team 2,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,74,-5.68
VIC,233,Wannon,32016,Special Hospital Team 2,33601,DYSON,Alex,4,N,N,IND,Independent,20,6.54
VIC,233,Wannon,32016,Special Hospital Team 2,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,178,4.36
VIC,233,Wannon,32016,Special Hospital Team 2,999,Informal,Informal,999,N,N,,Informal,4,-3.89
VIC,233,Wannon,32017,Special Hospital Team 3,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),16,0.1
VIC,233,Wannon,32017,Special Hospital Team 3,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,17,4.79
VIC,233,Wannon,32017,Special Hospital Team 3,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,125,5.35
VIC,233,Wannon,32017,Special Hospital Team 3,33601,DYSON,Alex,4,N,N,IND,Independent,19,5.35
VIC,233,Wannon,32017,Special Hospital Team 3,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,178,-3.67
VIC,233,Wannon,32017,Special Hospital Team 3,999,Informal,Informal,999,N,N,,Informal,11,-2.17
VIC,233,Wannon,47779,Special Hospital Team 4,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),16,-0.01
VIC,233,Wannon,47779,Special Hospital Team 4,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,12,3.3
VIC,233,Wannon,47779,Special Hospital Team 4,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,82,-7.33
VIC,233,Wannon,47779,Special Hospital Team 4,33601,DYSON,Alex,4,N,N,IND,Independent,28,7.69
VIC,233,Wannon,47779,Special Hospital Team 4,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,226,8.28
VIC,233,Wannon,47779,Special Hospital Team 4,999,Informal,Informal,999,N,N,,Informal,13,-1.73
VIC,233,Wannon,93391,Special Hospital Team 5,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),31,3.92
VIC,233,Wannon,93391,Special Hospital Team 5,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,13,3.49
VIC,233,Wannon,93391,Special Hospital Team 5,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,88,-6.2
VIC,233,Wannon,93391,Special Hospital Team 5,33601,DYSON,Alex,4,N,N,IND,Independent,11,2.96
VIC,233,Wannon,93391,Special Hospital Team 5,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,229,7.75
VIC,233,Wannon,93391,Special Hospital Team 5,999,Informal,Informal,999,N,N,,Informal,18,-0.56
VIC,233,Wannon,3199,Stawell,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),84,-0.66
VIC,233,Wannon,3199,Stawell,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,82,6
VIC,233,Wannon,3199,Stawell,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,485,2.01
VIC,233,Wannon,3199,Stawell,33601,DYSON,Alex,4,N,N,IND,Independent,96,7.03
VIC,233,Wannon,3199,Stawell,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,619,45.31
VIC,233,Wannon,3199,Stawell,999,Informal,Informal,999,N,N,,Informal,98,-0.24
VIC,233,Wannon,3202,Stawell West,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),50,-2.59
VIC,233,Wannon,3202,Stawell West,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,73,7.14
VIC,233,Wannon,3202,Stawell West,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,355,-3.37
VIC,233,Wannon,3202,Stawell West,33601,DYSON,Alex,4,N,N,IND,Independent,75,7.34
VIC,233,Wannon,3202,Stawell West,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,469,45.89
VIC,233,Wannon,3202,Stawell West,999,Informal,Informal,999,N,N,,Informal,79,0.02
VIC,233,Wannon,5055,Tarrington,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),5,-3.48
VIC,233,Wannon,5055,Tarrington,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,8,3.77
VIC,233,Wannon,5055,Tarrington,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,22,-4.11
VIC,233,Wannon,5055,Tarrington,33601,DYSON,Alex,4,N,N,IND,Independent,25,11.79
VIC,233,Wannon,5055,Tarrington,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,152,2
VIC,233,Wannon,5055,Tarrington,999,Informal,Informal,999,N,N,,Informal,6,0.32
VIC,233,Wannon,5057,Terang,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),60,-0.73
VIC,233,Wannon,5057,Terang,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,79,7.55
VIC,233,Wannon,5057,Terang,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,239,-3.29
VIC,233,Wannon,5057,Terang,33601,DYSON,Alex,4,N,N,IND,Independent,83,7.93
VIC,233,Wannon,5057,Terang,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,586,-2.31
VIC,233,Wannon,5057,Terang,999,Informal,Informal,999,N,N,,Informal,53,0.31
VIC,233,Wannon,5060,Timboon,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),49,-3.05
VIC,233,Wannon,5060,Timboon,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,51,6.58
VIC,233,Wannon,5060,Timboon,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,136,0.7
VIC,233,Wannon,5060,Timboon,33601,DYSON,Alex,4,N,N,IND,Independent,75,9.68
VIC,233,Wannon,5060,Timboon,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,464,-5.81
VIC,233,Wannon,5060,Timboon,999,Informal,Informal,999,N,N,,Informal,25,0.43
VIC,233,Wannon,3520,Warrion,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),6,3.61
VIC,233,Wannon,3520,Warrion,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,12,11.88
VIC,233,Wannon,3520,Warrion,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,16,-7.42
VIC,233,Wannon,3520,Warrion,33601,DYSON,Alex,4,N,N,IND,Independent,7,6.93
VIC,233,Wannon,3520,Warrion,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,60,-5.71
VIC,233,Wannon,3520,Warrion,999,Informal,Informal,999,N,N,,Informal,4,-2.71
VIC,233,Wannon,5072,Warrnambool,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),252,-3.97
VIC,233,Wannon,5072,Warrnambool,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,162,5.34
VIC,233,Wannon,5072,Warrnambool,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,770,-13.14
VIC,233,Wannon,5072,Warrnambool,33601,DYSON,Alex,4,N,N,IND,Independent,590,19.45
VIC,233,Wannon,5072,Warrnambool,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,1259,-1.05
VIC,233,Wannon,5072,Warrnambool,999,Informal,Informal,999,N,N,,Informal,142,-0.77
VIC,233,Wannon,82959,Warrnambool Central,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),66,-2.85
VIC,233,Wannon,82959,Warrnambool Central,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,41,5.58
VIC,233,Wannon,82959,Warrnambool Central,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,202,-9.72
VIC,233,Wannon,82959,Warrnambool Central,33601,DYSON,Alex,4,N,N,IND,Independent,125,17.01
VIC,233,Wannon,82959,Warrnambool Central,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,301,-3.16
VIC,233,Wannon,82959,Warrnambool Central,999,Informal,Informal,999,N,N,,Informal,29,-1.34
VIC,233,Wannon,5063,Warrnambool East,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),90,-0.81
VIC,233,Wannon,5063,Warrnambool East,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,41,3.69
VIC,233,Wannon,5063,Warrnambool East,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,266,-13.1
VIC,233,Wannon,5063,Warrnambool East,33601,DYSON,Alex,4,N,N,IND,Independent,198,17.82
VIC,233,Wannon,5063,Warrnambool East,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,516,-0.3
VIC,233,Wannon,5063,Warrnambool East,999,Informal,Informal,999,N,N,,Informal,30,-0.86
VIC,233,Wannon,33122,Warrnambool Election Day PPVC,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),0,0
VIC,233,Wannon,33122,Warrnambool Election Day PPVC,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,0,0
VIC,233,Wannon,33122,Warrnambool Election Day PPVC,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,0,0
VIC,233,Wannon,33122,Warrnambool Election Day PPVC,33601,DYSON,Alex,4,N,N,IND,Independent,0,0
VIC,233,Wannon,33122,Warrnambool Election Day PPVC,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,0,0
VIC,233,Wannon,33122,Warrnambool Election Day PPVC,999,Informal,Informal,999,N,N,,Informal,0,0
VIC,233,Wannon,31773,Warrnambool North Central,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),120,-3.87
VIC,233,Wannon,31773,Warrnambool North Central,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,74,4.07
VIC,233,Wannon,31773,Warrnambool North Central,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,426,-9.79
VIC,233,Wannon,31773,Warrnambool North Central,33601,DYSON,Alex,4,N,N,IND,Independent,322,17.7
VIC,233,Wannon,31773,Warrnambool North Central,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,877,-0.55
VIC,233,Wannon,31773,Warrnambool North Central,999,Informal,Informal,999,N,N,,Informal,61,-1.58
VIC,233,Wannon,33121,Warrnambool PPVC,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),1000,-2.32
VIC,233,Wannon,33121,Warrnambool PPVC,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,865,4.96
VIC,233,Wannon,33121,Warrnambool PPVC,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,4120,-7.37
VIC,233,Wannon,33121,Warrnambool PPVC,33601,DYSON,Alex,4,N,N,IND,Independent,2339,13.41
VIC,233,Wannon,33121,Warrnambool PPVC,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,9123,-2.38
VIC,233,Wannon,33121,Warrnambool PPVC,999,Informal,Informal,999,N,N,,Informal,617,-0.27
VIC,233,Wannon,5078,Warrnambool West,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),65,-2.47
VIC,233,Wannon,5078,Warrnambool West,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,42,4.96
VIC,233,Wannon,5078,Warrnambool West,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,244,-10.01
VIC,233,Wannon,5078,Warrnambool West,33601,DYSON,Alex,4,N,N,IND,Independent,170,20.07
VIC,233,Wannon,5078,Warrnambool West,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,326,-3.51
VIC,233,Wannon,5078,Warrnambool West,999,Informal,Informal,999,N,N,,Informal,28,-3.44
VIC,233,Wannon,3209,Waubra,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),9,-1.76
VIC,233,Wannon,3209,Waubra,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,11,6.75
VIC,233,Wannon,3209,Waubra,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,54,4.49
VIC,233,Wannon,3209,Waubra,33601,DYSON,Alex,4,N,N,IND,Independent,11,6.75
VIC,233,Wannon,3209,Waubra,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,78,-8.25
VIC,233,Wannon,3209,Waubra,999,Informal,Informal,999,N,N,,Informal,7,2.9
VIC,233,Wannon,3078,Willaura,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),11,0.87
VIC,233,Wannon,3078,Willaura,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,22,8.8
VIC,233,Wannon,3078,Willaura,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,58,-5.78
VIC,233,Wannon,3078,Willaura,33601,DYSON,Alex,4,N,N,IND,Independent,7,2.8
VIC,233,Wannon,3078,Willaura,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,152,-0.4
VIC,233,Wannon,3078,Willaura,999,Informal,Informal,999,N,N,,Informal,12,2.29
VIC,233,Wannon,11518,Wiridjil,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),11,0.43
VIC,233,Wannon,11518,Wiridjil,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,9,5.7
VIC,233,Wannon,11518,Wiridjil,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,8,-4.09
VIC,233,Wannon,11518,Wiridjil,33601,DYSON,Alex,4,N,N,IND,Independent,12,7.59
VIC,233,Wannon,11518,Wiridjil,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,118,-1.14
VIC,233,Wannon,11518,Wiridjil,999,Informal,Informal,999,N,N,,Informal,8,4.17
VIC,233,Wannon,5082,Woodford,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),26,-2.19
VIC,233,Wannon,5082,Woodford,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,19,5.16
VIC,233,Wannon,5082,Woodford,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,80,-12.94
VIC,233,Wannon,5082,Woodford,33601,DYSON,Alex,4,N,N,IND,Independent,60,16.3
VIC,233,Wannon,5082,Woodford,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,183,-0.47
VIC,233,Wannon,5082,Woodford,999,Informal,Informal,999,N,N,,Informal,13,-0.65
VIC,233,Wannon,5083,Woolsthorpe,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),6,-4.2
VIC,233,Wannon,5083,Woolsthorpe,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,8,2.93
VIC,233,Wannon,5083,Woolsthorpe,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,56,2.19
VIC,233,Wannon,5083,Woolsthorpe,33601,DYSON,Alex,4,N,N,IND,Independent,28,10.26
VIC,233,Wannon,5083,Woolsthorpe,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,175,-1.28
VIC,233,Wannon,5083,Woolsthorpe,999,Informal,Informal,999,N,N,,Informal,7,-2.01
VIC,233,Wannon,5084,Yambuk,32679,TAYLOR,Zephlyn,1,N,N,GRN,The Greens (VIC),9,-5.98
VIC,233,Wannon,5084,Yambuk,32372,WALLACE,Joshua,2,N,N,UAPP,United Australia Party,16,6.99
VIC,233,Wannon,5084,Yambuk,32358,BILLI,Maurice,3,N,N,ALP,Australian Labor Party,38,-3.2
VIC,233,Wannon,5084,Yambuk,33601,DYSON,Alex,4,N,N,IND,Independent,28,12.23
VIC,233,Wannon,5084,Yambuk,33180,TEHAN,Dan,5,Y,Y,LP,Liberal,138,-3.31
VIC,233,Wannon,5084,Yambuk,999,Informal,Informal,999,N,N,,Informal,6,-2
VIC,234,Wills,5086,Anstey,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,67,1.31
VIC,234,Wills,5086,Anstey,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,151,6.04
VIC,234,Wills,5086,Anstey,33251,KILLIN,Peter,3,N,N,LP,Liberal,185,-5.04
VIC,234,Wills,5086,Anstey,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),1136,-5.72
VIC,234,Wills,5086,Anstey,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,48,1.92
VIC,234,Wills,5086,Anstey,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,913,9.69
VIC,234,Wills,5086,Anstey,999,Informal,Informal,999,N,N,,Informal,75,-1.43
VIC,234,Wills,65462,BLV Wills PPVC,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,1,4.35
VIC,234,Wills,65462,BLV Wills PPVC,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,0,0
VIC,234,Wills,65462,BLV Wills PPVC,33251,KILLIN,Peter,3,N,N,LP,Liberal,2,-2.41
VIC,234,Wills,65462,BLV Wills PPVC,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),3,-16.59
VIC,234,Wills,65462,BLV Wills PPVC,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,0,0
VIC,234,Wills,65462,BLV Wills PPVC,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,17,22.06
VIC,234,Wills,65462,BLV Wills PPVC,999,Informal,Informal,999,N,N,,Informal,0,0
VIC,234,Wills,4616,Brunswick East (Wills),32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,35,1.36
VIC,234,Wills,4616,Brunswick East (Wills),32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,63,4.75
VIC,234,Wills,4616,Brunswick East (Wills),33251,KILLIN,Peter,3,N,N,LP,Liberal,157,-3.45
VIC,234,Wills,4616,Brunswick East (Wills),32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),542,-9.55
VIC,234,Wills,4616,Brunswick East (Wills),32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,17,1.28
VIC,234,Wills,4616,Brunswick East (Wills),32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,512,11.61
VIC,234,Wills,4616,Brunswick East (Wills),999,Informal,Informal,999,N,N,,Informal,34,-3.51
VIC,234,Wills,5088,Brunswick North,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,74,1.26
VIC,234,Wills,5088,Brunswick North,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,140,4.77
VIC,234,Wills,5088,Brunswick North,33251,KILLIN,Peter,3,N,N,LP,Liberal,288,-4.42
VIC,234,Wills,5088,Brunswick North,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),1128,-5.24
VIC,234,Wills,5088,Brunswick North,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,53,1.81
VIC,234,Wills,5088,Brunswick North,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,1250,9.01
VIC,234,Wills,5088,Brunswick North,999,Informal,Informal,999,N,N,,Informal,102,-2.04
VIC,234,Wills,5089,Brunswick North East,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,52,1.16
VIC,234,Wills,5089,Brunswick North East,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,166,7.16
VIC,234,Wills,5089,Brunswick North East,33251,KILLIN,Peter,3,N,N,LP,Liberal,174,-3.14
VIC,234,Wills,5089,Brunswick North East,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),1040,-9.79
VIC,234,Wills,5089,Brunswick North East,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,33,1.42
VIC,234,Wills,5089,Brunswick North East,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,855,9.95
VIC,234,Wills,5089,Brunswick North East,999,Informal,Informal,999,N,N,,Informal,65,-1.71
VIC,234,Wills,5090,Brunswick North West,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,42,1.77
VIC,234,Wills,5090,Brunswick North West,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,64,4.79
VIC,234,Wills,5090,Brunswick North West,33251,KILLIN,Peter,3,N,N,LP,Liberal,143,-3.08
VIC,234,Wills,5090,Brunswick North West,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),497,-3.32
VIC,234,Wills,5090,Brunswick North West,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,29,2.17
VIC,234,Wills,5090,Brunswick North West,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,560,5.94
VIC,234,Wills,5090,Brunswick North West,999,Informal,Informal,999,N,N,,Informal,44,-3.4
VIC,234,Wills,4617,Brunswick South,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,23,0.51
VIC,234,Wills,4617,Brunswick South,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,122,8.73
VIC,234,Wills,4617,Brunswick South,33251,KILLIN,Peter,3,N,N,LP,Liberal,124,-3.87
VIC,234,Wills,4617,Brunswick South,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),599,-4.24
VIC,234,Wills,4617,Brunswick South,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,18,1.29
VIC,234,Wills,4617,Brunswick South,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,511,5.62
VIC,234,Wills,4617,Brunswick South,999,Informal,Informal,999,N,N,,Informal,32,-2.67
VIC,234,Wills,4618,Brunswick South East (Wills),32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,22,0.82
VIC,234,Wills,4618,Brunswick South East (Wills),32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,83,5.38
VIC,234,Wills,4618,Brunswick South East (Wills),33251,KILLIN,Peter,3,N,N,LP,Liberal,142,-3.86
VIC,234,Wills,4618,Brunswick South East (Wills),32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),731,-7.52
VIC,234,Wills,4618,Brunswick South East (Wills),32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,16,1.04
VIC,234,Wills,4618,Brunswick South East (Wills),32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,549,10.07
VIC,234,Wills,4618,Brunswick South East (Wills),999,Informal,Informal,999,N,N,,Informal,30,-2.17
VIC,234,Wills,4619,Brunswick South West,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,42,1.24
VIC,234,Wills,4619,Brunswick South West,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,124,6.54
VIC,234,Wills,4619,Brunswick South West,33251,KILLIN,Peter,3,N,N,LP,Liberal,236,-3.15
VIC,234,Wills,4619,Brunswick South West,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),651,-9.43
VIC,234,Wills,4619,Brunswick South West,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,30,1.58
VIC,234,Wills,4619,Brunswick South West,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,814,10.7
VIC,234,Wills,4619,Brunswick South West,999,Informal,Informal,999,N,N,,Informal,62,-3.97
VIC,234,Wills,5091,Coburg,32688,MILES,Chris,1,N,N,AJP,Animal Justice Party,87,3.14
VIC,234,Wills,5091,Coburg,32398,BOLTON,Sue,2,N,N,VNS,Victorian Socialists,110,5.52
VIC,234,Wills,5091,Coburg,33251,KILLIN,Peter,3,N,N,LP,Liberal,228,-3.75
VIC,234,Wills,5091,Coburg,32657,PULFORD,Adam,4,N,N,GRN,The Greens (VIC),651,-3.61
VIC,234,Wills,5091,Coburg,32329,VENKAT,Manju,5,N,N,UAPP,United Australia Party,59,2.96
VIC,234,Wills,5091,Coburg,32350,KHALIL,Peter,6,Y,Y,ALP,Australian Labor Party,857,4.57
