2019 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:47 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,197,Aston,2942,Bayswater,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,880,-1.68
VIC,197,Aston,2942,Bayswater,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),230,0.35
VIC,197,Aston,2942,Bayswater,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,724,3.11
VIC,197,Aston,2942,Bayswater,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,86,4.29
VIC,197,Aston,2942,Bayswater,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,85,4.24
VIC,197,Aston,2942,Bayswater,999,Informal,Informal,999,N,N,,Informal,78,-1.58
VIC,197,Aston,83798,Bayswater South,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,301,1.97
VIC,197,Aston,83798,Bayswater South,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),77,0.96
VIC,197,Aston,83798,Bayswater South,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,225,2.21
VIC,197,Aston,83798,Bayswater South,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,17,2.68
VIC,197,Aston,83798,Bayswater South,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,15,2.36
VIC,197,Aston,83798,Bayswater South,999,Informal,Informal,999,N,N,,Informal,18,-1.95
VIC,197,Aston,2945,Bayswater West,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,607,1.89
VIC,197,Aston,2945,Bayswater West,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),121,-0.87
VIC,197,Aston,2945,Bayswater West,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,417,0.36
VIC,197,Aston,2945,Bayswater West,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,47,3.77
VIC,197,Aston,2945,Bayswater West,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,56,4.49
VIC,197,Aston,2945,Bayswater West,999,Informal,Informal,999,N,N,,Informal,52,-0.01
VIC,197,Aston,2947,Blackwood Park,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,357,-1.55
VIC,197,Aston,2947,Blackwood Park,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),55,-2.04
VIC,197,Aston,2947,Blackwood Park,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,265,4.77
VIC,197,Aston,2947,Blackwood Park,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,14,1.94
VIC,197,Aston,2947,Blackwood Park,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,31,4.29
VIC,197,Aston,2947,Blackwood Park,999,Informal,Informal,999,N,N,,Informal,30,0.41
VIC,197,Aston,65510,BLV Aston PPVC,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,11,-11.56
VIC,197,Aston,65510,BLV Aston PPVC,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),2,-3.11
VIC,197,Aston,65510,BLV Aston PPVC,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,11,10.67
VIC,197,Aston,65510,BLV Aston PPVC,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,0,0
VIC,197,Aston,65510,BLV Aston PPVC,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,1,4
VIC,197,Aston,65510,BLV Aston PPVC,999,Informal,Informal,999,N,N,,Informal,0,0
VIC,197,Aston,2948,Boronia,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,692,4.18
VIC,197,Aston,2948,Boronia,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),185,-1.78
VIC,197,Aston,2948,Boronia,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,534,-1.81
VIC,197,Aston,2948,Boronia,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,63,4.08
VIC,197,Aston,2948,Boronia,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,71,4.6
VIC,197,Aston,2948,Boronia,999,Informal,Informal,999,N,N,,Informal,82,0.12
VIC,197,Aston,63158,Boronia ASTON PPVC,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,7040,4.9
VIC,197,Aston,63158,Boronia ASTON PPVC,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),1273,-0.09
VIC,197,Aston,63158,Boronia ASTON PPVC,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,4166,-1.57
VIC,197,Aston,63158,Boronia ASTON PPVC,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,664,4.85
VIC,197,Aston,63158,Boronia ASTON PPVC,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,536,3.92
VIC,197,Aston,63158,Boronia ASTON PPVC,999,Informal,Informal,999,N,N,,Informal,622,-1.44
VIC,197,Aston,4273,Boronia East,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,392,2.31
VIC,197,Aston,4273,Boronia East,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),177,1.98
VIC,197,Aston,4273,Boronia East,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,360,1.53
VIC,197,Aston,4273,Boronia East,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,63,6.13
VIC,197,Aston,4273,Boronia East,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,35,3.41
VIC,197,Aston,4273,Boronia East,999,Informal,Informal,999,N,N,,Informal,54,-0.67
VIC,197,Aston,4274,Boronia North,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,665,4.57
VIC,197,Aston,4274,Boronia North,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),159,-0.8
VIC,197,Aston,4274,Boronia North,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,477,0.76
VIC,197,Aston,4274,Boronia North,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,53,3.78
VIC,197,Aston,4274,Boronia North,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,47,3.35
VIC,197,Aston,4274,Boronia North,999,Informal,Informal,999,N,N,,Informal,54,-1.2
VIC,197,Aston,30188,Divisional Office (PREPOLL),33330,TUDGE,Alan,1,Y,Y,LP,Liberal,929,16.63
VIC,197,Aston,30188,Divisional Office (PREPOLL),32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),24,-8.89
VIC,197,Aston,30188,Divisional Office (PREPOLL),32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,267,3.44
VIC,197,Aston,30188,Divisional Office (PREPOLL),32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,33,2.6
VIC,197,Aston,30188,Divisional Office (PREPOLL),32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,14,1.1
VIC,197,Aston,30188,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,48,-1.1
VIC,197,Aston,2950,Fairhills,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,604,3.77
VIC,197,Aston,2950,Fairhills,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),162,1.69
VIC,197,Aston,2950,Fairhills,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,466,-2.84
VIC,197,Aston,2950,Fairhills,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,57,4.27
VIC,197,Aston,2950,Fairhills,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,45,3.37
VIC,197,Aston,2950,Fairhills,999,Informal,Informal,999,N,N,,Informal,53,-1.69
VIC,197,Aston,4282,Ferntree Gully,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,358,3.86
VIC,197,Aston,4282,Ferntree Gully,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),133,2.59
VIC,197,Aston,4282,Ferntree Gully,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,302,4.87
VIC,197,Aston,4282,Ferntree Gully,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,23,2.69
VIC,197,Aston,4282,Ferntree Gully,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,38,4.45
VIC,197,Aston,4282,Ferntree Gully,999,Informal,Informal,999,N,N,,Informal,30,-1.55
VIC,197,Aston,4283,Ferntree Gully North,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,528,0.46
VIC,197,Aston,4283,Ferntree Gully North,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),181,2.88
VIC,197,Aston,4283,Ferntree Gully North,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,452,5.26
VIC,197,Aston,4283,Ferntree Gully North,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,52,4.14
VIC,197,Aston,4283,Ferntree Gully North,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,43,3.42
VIC,197,Aston,4283,Ferntree Gully North,999,Informal,Informal,999,N,N,,Informal,49,-1.5
VIC,197,Aston,2951,Ferntree Gully West,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,792,3.46
VIC,197,Aston,2951,Ferntree Gully West,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),196,2.35
VIC,197,Aston,2951,Ferntree Gully West,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,552,-0.07
VIC,197,Aston,2951,Ferntree Gully West,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,70,4.21
VIC,197,Aston,2951,Ferntree Gully West,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,53,3.19
VIC,197,Aston,2951,Ferntree Gully West,999,Informal,Informal,999,N,N,,Informal,79,0.47
VIC,197,Aston,31743,Heany Park,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1550,6.97
VIC,197,Aston,31743,Heany Park,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),160,0.33
VIC,197,Aston,31743,Heany Park,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,910,-1.94
VIC,197,Aston,31743,Heany Park,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,98,3.54
VIC,197,Aston,31743,Heany Park,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,50,1.81
VIC,197,Aston,31743,Heany Park,999,Informal,Informal,999,N,N,,Informal,116,-0.95
VIC,197,Aston,31744,Karoo,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1460,4.72
VIC,197,Aston,31744,Karoo,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),140,-0.03
VIC,197,Aston,31744,Karoo,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,594,-3.55
VIC,197,Aston,31744,Karoo,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,66,2.86
VIC,197,Aston,31744,Karoo,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,46,1.99
VIC,197,Aston,31744,Karoo,999,Informal,Informal,999,N,N,,Informal,82,0.01
VIC,197,Aston,2957,Kent Park,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,439,2.68
VIC,197,Aston,2957,Kent Park,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),69,-0.91
VIC,197,Aston,2957,Kent Park,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,275,-0.12
VIC,197,Aston,2957,Kent Park,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,31,3.67
VIC,197,Aston,2957,Kent Park,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,30,3.55
VIC,197,Aston,2957,Kent Park,999,Informal,Informal,999,N,N,,Informal,29,-1.07
VIC,197,Aston,2958,Knox Gardens,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1163,3.28
VIC,197,Aston,2958,Knox Gardens,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),139,-0.2
VIC,197,Aston,2958,Knox Gardens,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,621,1.95
VIC,197,Aston,2958,Knox Gardens,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,48,2.39
VIC,197,Aston,2958,Knox Gardens,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,36,1.79
VIC,197,Aston,2958,Knox Gardens,999,Informal,Informal,999,N,N,,Informal,68,0.23
VIC,197,Aston,2956,Knoxfield,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,819,6.55
VIC,197,Aston,2956,Knoxfield,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),119,-1.12
VIC,197,Aston,2956,Knoxfield,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,483,-4.5
VIC,197,Aston,2956,Knoxfield,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,71,4.6
VIC,197,Aston,2956,Knoxfield,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,50,3.24
VIC,197,Aston,2956,Knoxfield,999,Informal,Informal,999,N,N,,Informal,60,-2.81
VIC,197,Aston,2959,Lysterfield,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1327,5.04
VIC,197,Aston,2959,Lysterfield,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),147,0.8
VIC,197,Aston,2959,Lysterfield,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,492,-2.72
VIC,197,Aston,2959,Lysterfield,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,64,3.09
VIC,197,Aston,2959,Lysterfield,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,40,1.93
VIC,197,Aston,2959,Lysterfield,999,Informal,Informal,999,N,N,,Informal,67,-1.4
VIC,197,Aston,2961,Mountain Gate,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1065,5.59
VIC,197,Aston,2961,Mountain Gate,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),189,-0.4
VIC,197,Aston,2961,Mountain Gate,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,675,-3.15
VIC,197,Aston,2961,Mountain Gate,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,89,4.27
VIC,197,Aston,2961,Mountain Gate,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,65,3.12
VIC,197,Aston,2961,Mountain Gate,999,Informal,Informal,999,N,N,,Informal,93,-1.44
VIC,197,Aston,11513,Park Ridge,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,939,6.25
VIC,197,Aston,11513,Park Ridge,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),135,1.16
VIC,197,Aston,11513,Park Ridge,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,515,-1.9
VIC,197,Aston,11513,Park Ridge,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,41,2.46
VIC,197,Aston,11513,Park Ridge,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,34,2.04
VIC,197,Aston,11513,Park Ridge,999,Informal,Informal,999,N,N,,Informal,62,0.14
VIC,197,Aston,2963,Rowville,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,851,1.4
VIC,197,Aston,2963,Rowville,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),118,1.3
VIC,197,Aston,2963,Rowville,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,515,-0.55
VIC,197,Aston,2963,Rowville,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,49,3.11
VIC,197,Aston,2963,Rowville,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,45,2.85
VIC,197,Aston,2963,Rowville,999,Informal,Informal,999,N,N,,Informal,65,-0.85
VIC,197,Aston,38413,Rowville Central,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,603,5.87
VIC,197,Aston,38413,Rowville Central,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),86,0.93
VIC,197,Aston,38413,Rowville Central,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,294,-4.33
VIC,197,Aston,38413,Rowville Central,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,32,3.07
VIC,197,Aston,38413,Rowville Central,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,28,2.68
VIC,197,Aston,38413,Rowville Central,999,Informal,Informal,999,N,N,,Informal,46,-0.59
VIC,197,Aston,2964,Rowville East,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,500,7.83
VIC,197,Aston,2964,Rowville East,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),69,-0.7
VIC,197,Aston,2964,Rowville East,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,262,-5.21
VIC,197,Aston,2964,Rowville East,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,23,2.63
VIC,197,Aston,2964,Rowville East,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,22,2.51
VIC,197,Aston,2964,Rowville East,999,Informal,Informal,999,N,N,,Informal,28,-2.27
VIC,197,Aston,83810,Rowville North,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,258,-1.08
VIC,197,Aston,83810,Rowville North,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),47,2.26
VIC,197,Aston,83810,Rowville North,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,174,1.04
VIC,197,Aston,83810,Rowville North,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,23,4.5
VIC,197,Aston,83810,Rowville North,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,9,1.76
VIC,197,Aston,83810,Rowville North,999,Informal,Informal,999,N,N,,Informal,15,-1.92
VIC,197,Aston,83838,Rowville PPVC,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,7672,7.27
VIC,197,Aston,83838,Rowville PPVC,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),639,-1.3
VIC,197,Aston,83838,Rowville PPVC,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,3082,-3.02
VIC,197,Aston,83838,Rowville PPVC,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,368,3.06
VIC,197,Aston,83838,Rowville PPVC,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,278,2.31
VIC,197,Aston,83838,Rowville PPVC,999,Informal,Informal,999,N,N,,Informal,424,0.56
VIC,197,Aston,2965,Scoresby,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1085,6.33
VIC,197,Aston,2965,Scoresby,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),154,-0.79
VIC,197,Aston,2965,Scoresby,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,674,-1.83
VIC,197,Aston,2965,Scoresby,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,62,3.05
VIC,197,Aston,2965,Scoresby,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,61,3
VIC,197,Aston,2965,Scoresby,999,Informal,Informal,999,N,N,,Informal,102,0.75
VIC,197,Aston,31619,Special Hospital Team 1,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,69,3.9
VIC,197,Aston,31619,Special Hospital Team 1,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),1,-5.42
VIC,197,Aston,31619,Special Hospital Team 1,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,35,5.67
VIC,197,Aston,31619,Special Hospital Team 1,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,1,0.93
VIC,197,Aston,31619,Special Hospital Team 1,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,2,1.85
VIC,197,Aston,31619,Special Hospital Team 1,999,Informal,Informal,999,N,N,,Informal,8,0.1
VIC,197,Aston,31620,Special Hospital Team 2,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,121,7.61
VIC,197,Aston,31620,Special Hospital Team 2,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),6,-3
VIC,197,Aston,31620,Special Hospital Team 2,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,46,-1.04
VIC,197,Aston,31620,Special Hospital Team 2,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,2,1.12
VIC,197,Aston,31620,Special Hospital Team 2,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,4,2.23
VIC,197,Aston,31620,Special Hospital Team 2,999,Informal,Informal,999,N,N,,Informal,12,-0.52
VIC,197,Aston,63155,Special Hospital Team 3,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,160,-1.81
VIC,197,Aston,63155,Special Hospital Team 3,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),10,-2.71
VIC,197,Aston,63155,Special Hospital Team 3,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,82,3.08
VIC,197,Aston,63155,Special Hospital Team 3,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,4,1.45
VIC,197,Aston,63155,Special Hospital Team 3,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,19,6.91
VIC,197,Aston,63155,Special Hospital Team 3,999,Informal,Informal,999,N,N,,Informal,12,-2.62
VIC,197,Aston,66703,Special Hospital Team 4,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,121,12.9
VIC,197,Aston,66703,Special Hospital Team 4,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),8,-1.53
VIC,197,Aston,66703,Special Hospital Team 4,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,27,-10.47
VIC,197,Aston,66703,Special Hospital Team 4,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,6,3.61
VIC,197,Aston,66703,Special Hospital Team 4,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,4,2.41
VIC,197,Aston,66703,Special Hospital Team 4,999,Informal,Informal,999,N,N,,Informal,7,-2.75
VIC,197,Aston,2969,Studfield East,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,691,2.23
VIC,197,Aston,2969,Studfield East,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),105,-0.35
VIC,197,Aston,2969,Studfield East,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,462,-1.46
VIC,197,Aston,2969,Studfield East,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,54,3.95
VIC,197,Aston,2969,Studfield East,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,55,4.02
VIC,197,Aston,2969,Studfield East,999,Informal,Informal,999,N,N,,Informal,69,0.62
VIC,197,Aston,2970,Templeton,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,643,-1.53
VIC,197,Aston,2970,Templeton,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),85,-1.94
VIC,197,Aston,2970,Templeton,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,448,4.44
VIC,197,Aston,2970,Templeton,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,31,2.49
VIC,197,Aston,2970,Templeton,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,39,3.13
VIC,197,Aston,2970,Templeton,999,Informal,Informal,999,N,N,,Informal,48,0.31
VIC,197,Aston,4301,The Basin,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,676,6.33
VIC,197,Aston,4301,The Basin,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),224,1.01
VIC,197,Aston,4301,The Basin,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,508,3.81
VIC,197,Aston,4301,The Basin,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,76,4.98
VIC,197,Aston,4301,The Basin,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,41,2.69
VIC,197,Aston,4301,The Basin,999,Informal,Informal,999,N,N,,Informal,70,-2.82
VIC,197,Aston,4284,Upper Ferntree Gully (Aston),33330,TUDGE,Alan,1,Y,Y,LP,Liberal,340,3.39
VIC,197,Aston,4284,Upper Ferntree Gully (Aston),32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),161,0.94
VIC,197,Aston,4284,Upper Ferntree Gully (Aston),32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,329,4.54
VIC,197,Aston,4284,Upper Ferntree Gully (Aston),32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,30,3.36
VIC,197,Aston,4284,Upper Ferntree Gully (Aston),32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,33,3.7
VIC,197,Aston,4284,Upper Ferntree Gully (Aston),999,Informal,Informal,999,N,N,,Informal,30,-2.01
VIC,197,Aston,2971,Wantirna,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,900,-0.31
VIC,197,Aston,2971,Wantirna,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),150,0.8
VIC,197,Aston,2971,Wantirna,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,505,1.96
VIC,197,Aston,2971,Wantirna,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,39,2.4
VIC,197,Aston,2971,Wantirna,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,33,2.03
VIC,197,Aston,2971,Wantirna,999,Informal,Informal,999,N,N,,Informal,80,0.53
VIC,197,Aston,2973,Wantirna Central,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,1056,3.64
VIC,197,Aston,2973,Wantirna Central,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),156,0.29
VIC,197,Aston,2973,Wantirna Central,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,565,0.85
VIC,197,Aston,2973,Wantirna Central,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,40,2.16
VIC,197,Aston,2973,Wantirna Central,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,38,2.05
VIC,197,Aston,2973,Wantirna Central,999,Informal,Informal,999,N,N,,Informal,56,-0.18
VIC,197,Aston,2974,Wantirna South,33330,TUDGE,Alan,1,Y,Y,LP,Liberal,617,0.51
VIC,197,Aston,2974,Wantirna South,32408,COOKSON,Asher,2,N,N,GRN,The Greens (VIC),100,1.32
VIC,197,Aston,2974,Wantirna South,32313,PETHIYAGODA,Kadira,3,N,N,ALP,Australian Labor Party,365,1.59
VIC,197,Aston,2974,Wantirna South,32269,SIRIANNI-DUFFY,Matthew,4,N,N,UAPP,United Australia Party,31,2.71
VIC,197,Aston,2974,Wantirna South,32321,KENNEDY,Anna,5,N,N,DLP,Labour DLP,29,2.54
